algorithm,input_type,n,trial,time_ns,time_ms,max_depth,comparisons,swaps,moves,allocations,recursive_calls
DeterministicSelect,SORTED,100,1,1200,0.001200,6,505,262,807,0,21
DeterministicSelect,SORTED,100,2,1100,0.001100,6,505,262,807,0,21
DeterministicSelect,SORTED,100,3,1000,0.001000,6,505,262,807,0,21
DeterministicSelect,SORTED,100,4,1100,0.001100,6,505,262,807,0,21
DeterministicSelect,SORTED,100,5,1100,0.001100,6,505,262,807,0,21
DeterministicSelect,SORTED,100,6,1000,0.001000,6,505,262,807,0,21
Sort+Index,SORTED,100,0,800,0.000800,0,0,0,0,0,0
Sort+Index,SORTED,100,1,100,0.000100,0,0,0,0,0,0
Sort+Index,SORTED,100,2,100,0.000100,0,0,0,0,0,0
Sort+Index,SORTED,100,3,100,0.000100,0,0,0,0,0,0
Sort+Index,SORTED,100,4,100,0.000100,0,0,0,0,0,0
Sort+Index,SORTED,100,5,100,0.000100,0,0,0,0,0,0
Sort+Index,SORTED,100,6,0,0.000000,0,0,0,0,0,0
DeterministicSelect,SORTED,500,0,5700,0.005700,8,2852,1501,4625,0,59
DeterministicSelect,SORTED,500,1,5600,0.005600,8,2852,1501,4625,0,59
DeterministicSelect,SORTED,500,2,5800,0.005800,8,2852,1501,4625,0,59
DeterministicSelect,SORTED,500,3,5600,0.005600,8,2852,1501,4625,0,59
DeterministicSelect,SORTED,500,4,5800,0.005800,8,2852,1501,4625,0,59
DeterministicSelect,SORTED,500,5,5500,0.005500,8,2852,1501,4625,0,59
DeterministicSelect,SORTED,500,6,5500,0.005500,8,2852,1501,4625,0,59
Sort+Index,SORTED,500,0,1300,0.001300,0,0,0,0,0,0
Sort+Index,SORTED,500,1,200,0.000200,0,0,0,0,0,0
Sort+Index,SORTED,500,2,200,0.000200,0,0,0,0,0,0
Sort+Index,SORTED,500,3,100,0.000100,0,0,0,0,0,0
Sort+Index,SORTED,500,4,200,0.000200,0,0,0,0,0,0
Sort+Index,SORTED,500,5,100,0.000100,0,0,0,0,0,0
Sort+Index,SORTED,500,6,200,0.000200,0,0,0,0,0,0
DeterministicSelect,SORTED,1000,0,10700,0.010700,8,5528,2947,9024,0,70
DeterministicSelect,SORTED,1000,1,10700,0.010700,8,5528,2947,9024,0,70
DeterministicSelect,SORTED,1000,2,10400,0.010400,8,5528,2947,9024,0,70
DeterministicSelect,SORTED,1000,3,10500,0.010500,8,5528,2947,9024,0,70
DeterministicSelect,SORTED,1000,4,10300,0.010300,8,5528,2947,9024,0,70
DeterministicSelect,SORTED,1000,5,10400,0.010400,8,5528,2947,9024,0,70
DeterministicSelect,SORTED,1000,6,10500,0.010500,8,5528,2947,9024,0,70
Sort+Index,SORTED,1000,0,600,0.000600,0,0,0,0,0,0
Sort+Index,SORTED,1000,1,200,0.000200,0,0,0,0,0,0
Sort+Index,SORTED,1000,2,200,0.000200,0,0,0,0,0,0
Sort+Index,SORTED,1000,3,200,0.000200,0,0,0,0,0,0
Sort+Index,SORTED,1000,4,200,0.000200,0,0,0,0,0,0
Sort+Index,SORTED,1000,5,200,0.000200,0,0,0,0,0,0
Sort+Index,SORTED,1000,6,200,0.000200,0,0,0,0,0,0
DeterministicSelect,SORTED,5000,0,80400,0.080400,11,30250,15969,49365,0,201
DeterministicSelect,SORTED,5000,1,56500,0.056500,11,30250,15969,49365,0,201
DeterministicSelect,SORTED,5000,2,55000,0.055000,11,30250,15969,49365,0,201
DeterministicSelect,SORTED,5000,3,54100,0.054100,11,30250,15969,49365,0,201
DeterministicSelect,SORTED,5000,4,55600,0.055600,11,30250,15969,49365,0,201
DeterministicSelect,SORTED,5000,5,55300,0.055300,11,30250,15969,49365,0,201
DeterministicSelect,SORTED,5000,6,55000,0.055000,11,30250,15969,49365,0,201
Sort+Index,SORTED,5000,0,1800,0.001800,0,0,0,0,0,0
Sort+Index,SORTED,5000,1,900,0.000900,0,0,0,0,0,0
Sort+Index,SORTED,5000,2,800,0.000800,0,0,0,0,0,0
Sort+Index,SORTED,5000,3,700,0.000700,0,0,0,0,0,0
Sort+Index,SORTED,5000,4,800,0.000800,0,0,0,0,0,0
Sort+Index,SORTED,5000,5,800,0.000800,0,0,0,0,0,0
Sort+Index,SORTED,5000,6,800,0.000800,0,0,0,0,0,0
DeterministicSelect,SORTED,10000,0,103400,0.103400,12,58488,31104,95644,0,256
DeterministicSelect,SORTED,10000,1,103000,0.103000,12,58488,31104,95644,0,256
DeterministicSelect,SORTED,10000,2,104700,0.104700,12,58488,31104,95644,0,256
DeterministicSelect,SORTED,10000,3,103100,0.103100,12,58488,31104,95644,0,256
DeterministicSelect,SORTED,10000,4,104400,0.104400,12,58488,31104,95644,0,256
DeterministicSelect,SORTED,10000,5,105700,0.105700,12,58488,31104,95644,0,256
DeterministicSelect,SORTED,10000,6,106900,0.106900,12,58488,31104,95644,0,256
Sort+Index,SORTED,10000,0,2500,0.002500,0,0,0,0,0,0
Sort+Index,SORTED,10000,1,1600,0.001600,0,0,0,0,0,0
Sort+Index,SORTED,10000,2,1500,0.001500,0,0,0,0,0,0
Sort+Index,SORTED,10000,3,1500,0.001500,0,0,0,0,0,0
Sort+Index,SORTED,10000,4,1500,0.001500,0,0,0,0,0,0
Sort+Index,SORTED,10000,5,1500,0.001500,0,0,0,0,0,0
Sort+Index,SORTED,10000,6,1500,0.001500,0,0,0,0,0,0
DeterministicSelect,SORTED,50000,0,675300,0.675300,14,310830,163743,507621,0,741
DeterministicSelect,SORTED,50000,1,675400,0.675400,14,310830,163743,507621,0,741
DeterministicSelect,SORTED,50000,2,710000,0.710000,14,310830,163743,507621,0,741
DeterministicSelect,SORTED,50000,3,717900,0.717900,14,310830,163743,507621,0,741
DeterministicSelect,SORTED,50000,4,663500,0.663500,14,310830,163743,507621,0,741
DeterministicSelect,SORTED,50000,5,662000,0.662000,14,310830,163743,507621,0,741
DeterministicSelect,SORTED,50000,6,663600,0.663600,14,310830,163743,507621,0,741
Sort+Index,SORTED,50000,0,8300,0.008300,0,0,0,0,0,0
Sort+Index,SORTED,50000,1,7300,0.007300,0,0,0,0,0,0
Sort+Index,SORTED,50000,2,7200,0.007200,0,0,0,0,0,0
Sort+Index,SORTED,50000,3,7200,0.007200,0,0,0,0,0,0
Sort+Index,SORTED,50000,4,7200,0.007200,0,0,0,0,0,0
Sort+Index,SORTED,50000,5,7500,0.007500,0,0,0,0,0,0
Sort+Index,SORTED,50000,6,7100,0.007100,0,0,0,0,0,0
DeterministicSelect,SORTED,100000,0,1299100,1.299100,16,597926,317156,978288,0,972
DeterministicSelect,SORTED,100000,1,1345500,1.345500,16,597926,317156,978288,0,972
DeterministicSelect,SORTED,100000,2,1281100,1.281100,16,597926,317156,978288,0,972
DeterministicSelect,SORTED,100000,3,1494000,1.494000,16,597926,317156,978288,0,972
DeterministicSelect,SORTED,100000,4,1411700,1.411700,16,597926,317156,978288,0,972
DeterministicSelect,SORTED,100000,5,1346300,1.346300,16,597926,317156,978288,0,972
DeterministicSelect,SORTED,100000,6,1306300,1.306300,16,597926,317156,978288,0,972
Sort+Index,SORTED,100000,0,17800,0.017800,0,0,0,0,0,0
Sort+Index,SORTED,100000,1,17000,0.017000,0,0,0,0,0,0
Sort+Index,SORTED,100000,2,16900,0.016900,0,0,0,0,0,0
Sort+Index,SORTED,100000,3,16900,0.016900,0,0,0,0,0,0
Sort+Index,SORTED,100000,4,17000,0.017000,0,0,0,0,0,0
Sort+Index,SORTED,100000,5,17900,0.017900,0,0,0,0,0,0
Sort+Index,SORTED,100000,6,16600,0.016600,0,0,0,0,0,0
DeterministicSelect,SORTED,200000,0,2753900,2.753900,17,1255403,659553,2049507,0,1667
DeterministicSelect,SORTED,200000,1,2766300,2.766300,17,1255403,659553,2049507,0,1667
DeterministicSelect,SORTED,200000,2,2685600,2.685600,17,1255403,659553,2049507,0,1667
DeterministicSelect,SORTED,200000,3,4380500,4.380500,17,1255403,659553,2049507,0,1667
DeterministicSelect,SORTED,200000,4,2690200,2.690200,17,1255403,659553,2049507,0,1667
DeterministicSelect,SORTED,200000,5,4515400,4.515400,17,1255403,659553,2049507,0,1667
DeterministicSelect,SORTED,200000,6,2695700,2.695700,17,1255403,659553,2049507,0,1667
Sort+Index,SORTED,200000,0,41300,0.041300,0,0,0,0,0,0
Sort+Index,SORTED,200000,1,46200,0.046200,0,0,0,0,0,0
Sort+Index,SORTED,200000,2,40200,0.040200,0,0,0,0,0,0
Sort+Index,SORTED,200000,3,42000,0.042000,0,0,0,0,0,0
Sort+Index,SORTED,200000,4,42100,0.042100,0,0,0,0,0,0
Sort+Index,SORTED,200000,5,44600,0.044600,0,0,0,0,0,0
Sort+Index,SORTED,200000,6,40700,0.040700,0,0,0,0,0,0
DeterministicSelect,REVERSE_SORTED,100,0,1800,0.001800,5,650,256,1056,0,18
DeterministicSelect,REVERSE_SORTED,100,1,1400,0.001400,5,650,256,1056,0,18
DeterministicSelect,REVERSE_SORTED,100,2,1400,0.001400,5,650,256,1056,0,18
DeterministicSelect,REVERSE_SORTED,100,3,1700,0.001700,5,650,256,1056,0,18
DeterministicSelect,REVERSE_SORTED,100,4,1500,0.001500,5,650,256,1056,0,18
DeterministicSelect,REVERSE_SORTED,100,5,1500,0.001500,5,650,256,1056,0,18
DeterministicSelect,REVERSE_SORTED,100,6,1500,0.001500,5,650,256,1056,0,18
Sort+Index,REVERSE_SORTED,100,0,2000,0.002000,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100,1,100,0.000100,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100,2,100,0.000100,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100,3,100,0.000100,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100,4,200,0.000200,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100,5,100,0.000100,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100,6,100,0.000100,0,0,0,0,0,0
DeterministicSelect,REVERSE_SORTED,500,0,7600,0.007600,8,3778,1543,6121,0,55
DeterministicSelect,REVERSE_SORTED,500,1,8200,0.008200,8,3778,1543,6121,0,55
DeterministicSelect,REVERSE_SORTED,500,2,7900,0.007900,8,3778,1543,6121,0,55
DeterministicSelect,REVERSE_SORTED,500,3,7800,0.007800,8,3778,1543,6121,0,55
DeterministicSelect,REVERSE_SORTED,500,4,7700,0.007700,8,3778,1543,6121,0,55
DeterministicSelect,REVERSE_SORTED,500,5,7600,0.007600,8,3778,1543,6121,0,55
DeterministicSelect,REVERSE_SORTED,500,6,7700,0.007700,8,3778,1543,6121,0,55
Sort+Index,REVERSE_SORTED,500,0,1200,0.001200,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,500,1,400,0.000400,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,500,2,300,0.000300,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,500,3,400,0.000400,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,500,4,300,0.000300,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,500,5,300,0.000300,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,500,6,300,0.000300,0,0,0,0,0,0
DeterministicSelect,REVERSE_SORTED,1000,0,16000,0.016000,9,7793,3196,12609,0,78
DeterministicSelect,REVERSE_SORTED,1000,1,16200,0.016200,9,7793,3196,12609,0,78
DeterministicSelect,REVERSE_SORTED,1000,2,15900,0.015900,9,7793,3196,12609,0,78
DeterministicSelect,REVERSE_SORTED,1000,3,15400,0.015400,9,7793,3196,12609,0,78
DeterministicSelect,REVERSE_SORTED,1000,4,15500,0.015500,9,7793,3196,12609,0,78
DeterministicSelect,REVERSE_SORTED,1000,5,15100,0.015100,9,7793,3196,12609,0,78
DeterministicSelect,REVERSE_SORTED,1000,6,15900,0.015900,9,7793,3196,12609,0,78
Sort+Index,REVERSE_SORTED,1000,0,2100,0.002100,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,1000,1,600,0.000600,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,1000,2,500,0.000500,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,1000,3,500,0.000500,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,1000,4,500,0.000500,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,1000,5,600,0.000600,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,1000,6,600,0.000600,0,0,0,0,0,0
DeterministicSelect,REVERSE_SORTED,5000,0,82400,0.082400,12,41114,17152,66806,0,224
DeterministicSelect,REVERSE_SORTED,5000,1,82400,0.082400,12,41114,17152,66806,0,224
DeterministicSelect,REVERSE_SORTED,5000,2,82600,0.082600,12,41114,17152,66806,0,224
DeterministicSelect,REVERSE_SORTED,5000,3,82100,0.082100,12,41114,17152,66806,0,224
DeterministicSelect,REVERSE_SORTED,5000,4,82300,0.082300,12,41114,17152,66806,0,224
DeterministicSelect,REVERSE_SORTED,5000,5,82800,0.082800,12,41114,17152,66806,0,224
DeterministicSelect,REVERSE_SORTED,5000,6,82600,0.082600,12,41114,17152,66806,0,224
Sort+Index,REVERSE_SORTED,5000,0,3000,0.003000,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,5000,1,2300,0.002300,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,5000,2,2200,0.002200,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,5000,3,2300,0.002300,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,5000,4,2300,0.002300,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,5000,5,2300,0.002300,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,5000,6,2300,0.002300,0,0,0,0,0,0
DeterministicSelect,REVERSE_SORTED,10000,0,184100,0.184100,12,83617,34914,135425,0,363
DeterministicSelect,REVERSE_SORTED,10000,1,183100,0.183100,12,83617,34914,135425,0,363
DeterministicSelect,REVERSE_SORTED,10000,2,181200,0.181200,12,83617,34914,135425,0,363
DeterministicSelect,REVERSE_SORTED,10000,3,178100,0.178100,12,83617,34914,135425,0,363
DeterministicSelect,REVERSE_SORTED,10000,4,180500,0.180500,12,83617,34914,135425,0,363
DeterministicSelect,REVERSE_SORTED,10000,5,184500,0.184500,12,83617,34914,135425,0,363
DeterministicSelect,REVERSE_SORTED,10000,6,180500,0.180500,12,83617,34914,135425,0,363
Sort+Index,REVERSE_SORTED,10000,0,5600,0.005600,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,10000,1,4500,0.004500,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,10000,2,4400,0.004400,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,10000,3,4400,0.004400,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,10000,4,4300,0.004300,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,10000,5,4400,0.004400,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,10000,6,4400,0.004400,0,0,0,0,0,0
DeterministicSelect,REVERSE_SORTED,50000,0,1685200,1.685200,15,422244,177048,686091,0,931
DeterministicSelect,REVERSE_SORTED,50000,1,1019500,1.019500,15,422244,177048,686091,0,931
DeterministicSelect,REVERSE_SORTED,50000,2,998200,0.998200,15,422244,177048,686091,0,931
DeterministicSelect,REVERSE_SORTED,50000,3,999900,0.999900,15,422244,177048,686091,0,931
DeterministicSelect,REVERSE_SORTED,50000,4,976100,0.976100,15,422244,177048,686091,0,931
DeterministicSelect,REVERSE_SORTED,50000,5,966300,0.966300,15,422244,177048,686091,0,931
DeterministicSelect,REVERSE_SORTED,50000,6,960500,0.960500,15,422244,177048,686091,0,931
Sort+Index,REVERSE_SORTED,50000,0,53500,0.053500,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,50000,1,51900,0.051900,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,50000,2,52100,0.052100,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,50000,3,51900,0.051900,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,50000,4,51900,0.051900,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,50000,5,51900,0.051900,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,50000,6,52000,0.052000,0,0,0,0,0,0
DeterministicSelect,REVERSE_SORTED,100000,0,2016000,2.016000,16,851693,358020,1386088,0,1484
DeterministicSelect,REVERSE_SORTED,100000,1,2475100,2.475100,16,851693,358020,1386088,0,1484
DeterministicSelect,REVERSE_SORTED,100000,2,2206500,2.206500,16,851693,358020,1386088,0,1484
DeterministicSelect,REVERSE_SORTED,100000,3,2034200,2.034200,16,851693,358020,1386088,0,1484
DeterministicSelect,REVERSE_SORTED,100000,4,2036200,2.036200,16,851693,358020,1386088,0,1484
DeterministicSelect,REVERSE_SORTED,100000,5,2189800,2.189800,16,851693,358020,1386088,0,1484
DeterministicSelect,REVERSE_SORTED,100000,6,2025400,2.025400,16,851693,358020,1386088,0,1484
Sort+Index,REVERSE_SORTED,100000,0,47600,0.047600,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100000,1,47800,0.047800,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100000,2,46900,0.046900,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100000,3,47000,0.047000,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100000,4,53400,0.053400,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100000,5,48000,0.048000,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,100000,6,47200,0.047200,0,0,0,0,0,0
DeterministicSelect,REVERSE_SORTED,200000,0,5118300,5.118300,16,1705591,720809,2777419,0,2305
DeterministicSelect,REVERSE_SORTED,200000,1,5197400,5.197400,16,1705591,720809,2777419,0,2305
DeterministicSelect,REVERSE_SORTED,200000,2,4042900,4.042900,16,1705591,720809,2777419,0,2305
DeterministicSelect,REVERSE_SORTED,200000,3,4175200,4.175200,16,1705591,720809,2777419,0,2305
DeterministicSelect,REVERSE_SORTED,200000,4,4642800,4.642800,16,1705591,720809,2777419,0,2305
DeterministicSelect,REVERSE_SORTED,200000,5,3949900,3.949900,16,1705591,720809,2777419,0,2305
DeterministicSelect,REVERSE_SORTED,200000,6,4001100,4.001100,16,1705591,720809,2777419,0,2305
Sort+Index,REVERSE_SORTED,200000,0,94100,0.094100,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,200000,1,115300,0.115300,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,200000,2,96700,0.096700,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,200000,3,135900,0.135900,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,200000,4,101900,0.101900,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,200000,5,97800,0.097800,0,0,0,0,0,0
Sort+Index,REVERSE_SORTED,200000,6,149700,0.149700,0,0,0,0,0,0
DeterministicSelect,DUPLICATE_HEAVY,100,0,900,0.000900,3,316,122,467,0,3
DeterministicSelect,DUPLICATE_HEAVY,100,1,900,0.000900,3,316,122,467,0,3
DeterministicSelect,DUPLICATE_HEAVY,100,2,700,0.000700,3,316,122,467,0,3
DeterministicSelect,DUPLICATE_HEAVY,100,3,700,0.000700,3,316,122,467,0,3
DeterministicSelect,DUPLICATE_HEAVY,100,4,700,0.000700,3,316,122,467,0,3
DeterministicSelect,DUPLICATE_HEAVY,100,5,600,0.000600,3,316,122,467,0,3
DeterministicSelect,DUPLICATE_HEAVY,100,6,700,0.000700,3,316,122,467,0,3
Sort+Index,DUPLICATE_HEAVY,100,0,3800,0.003800,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,100,1,1200,0.001200,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,100,2,700,0.000700,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,100,3,600,0.000600,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,100,4,600,0.000600,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,100,5,700,0.000700,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,100,6,700,0.000700,0,0,0,0,0,0
DeterministicSelect,DUPLICATE_HEAVY,500,0,3200,0.003200,5,1598,630,2370,0,7
DeterministicSelect,DUPLICATE_HEAVY,500,1,3200,0.003200,5,1598,630,2370,0,7
DeterministicSelect,DUPLICATE_HEAVY,500,2,3000,0.003000,5,1598,630,2370,0,7
DeterministicSelect,DUPLICATE_HEAVY,500,3,3100,0.003100,5,1598,630,2370,0,7
DeterministicSelect,DUPLICATE_HEAVY,500,4,3100,0.003100,5,1598,630,2370,0,7
DeterministicSelect,DUPLICATE_HEAVY,500,5,3000,0.003000,5,1598,630,2370,0,7
DeterministicSelect,DUPLICATE_HEAVY,500,6,3100,0.003100,5,1598,630,2370,0,7
Sort+Index,DUPLICATE_HEAVY,500,0,7300,0.007300,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,500,1,4000,0.004000,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,500,2,2900,0.002900,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,500,3,2300,0.002300,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,500,4,2200,0.002200,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,500,5,2200,0.002200,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,500,6,2100,0.002100,0,0,0,0,0,0
DeterministicSelect,DUPLICATE_HEAVY,1000,0,6000,0.006000,5,3121,1233,4604,0,7
DeterministicSelect,DUPLICATE_HEAVY,1000,1,6100,0.006100,5,3121,1233,4604,0,7
DeterministicSelect,DUPLICATE_HEAVY,1000,2,6000,0.006000,5,3121,1233,4604,0,7
DeterministicSelect,DUPLICATE_HEAVY,1000,3,5900,0.005900,5,3121,1233,4604,0,7
DeterministicSelect,DUPLICATE_HEAVY,1000,4,5900,0.005900,5,3121,1233,4604,0,7
DeterministicSelect,DUPLICATE_HEAVY,1000,5,5900,0.005900,5,3121,1233,4604,0,7
DeterministicSelect,DUPLICATE_HEAVY,1000,6,5800,0.005800,5,3121,1233,4604,0,7
Sort+Index,DUPLICATE_HEAVY,1000,0,13000,0.013000,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,1000,1,7100,0.007100,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,1000,2,4200,0.004200,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,1000,3,3500,0.003500,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,1000,4,3100,0.003100,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,1000,5,3000,0.003000,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,1000,6,3000,0.003000,0,0,0,0,0,0
DeterministicSelect,DUPLICATE_HEAVY,5000,0,32900,0.032900,6,15563,6133,22991,0,6
DeterministicSelect,DUPLICATE_HEAVY,5000,1,42100,0.042100,6,15563,6133,22991,0,6
DeterministicSelect,DUPLICATE_HEAVY,5000,2,39300,0.039300,6,15563,6133,22991,0,6
DeterministicSelect,DUPLICATE_HEAVY,5000,3,36700,0.036700,6,15563,6133,22991,0,6
DeterministicSelect,DUPLICATE_HEAVY,5000,4,35100,0.035100,6,15563,6133,22991,0,6
DeterministicSelect,DUPLICATE_HEAVY,5000,5,34500,0.034500,6,15563,6133,22991,0,6
DeterministicSelect,DUPLICATE_HEAVY,5000,6,33200,0.033200,6,15563,6133,22991,0,6
Sort+Index,DUPLICATE_HEAVY,5000,0,64300,0.064300,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,5000,1,54200,0.054200,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,5000,2,48100,0.048100,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,5000,3,44500,0.044500,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,5000,4,43600,0.043600,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,5000,5,42900,0.042900,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,5000,6,41800,0.041800,0,0,0,0,0,0
DeterministicSelect,DUPLICATE_HEAVY,10000,0,110400,0.110400,7,31469,12733,46902,0,10
DeterministicSelect,DUPLICATE_HEAVY,10000,1,127700,0.127700,7,31469,12733,46902,0,10
DeterministicSelect,DUPLICATE_HEAVY,10000,2,121100,0.121100,7,31469,12733,46902,0,10
DeterministicSelect,DUPLICATE_HEAVY,10000,3,114800,0.114800,7,31469,12733,46902,0,10
DeterministicSelect,DUPLICATE_HEAVY,10000,4,110800,0.110800,7,31469,12733,46902,0,10
DeterministicSelect,DUPLICATE_HEAVY,10000,5,108400,0.108400,7,31469,12733,46902,0,10
DeterministicSelect,DUPLICATE_HEAVY,10000,6,106600,0.106600,7,31469,12733,46902,0,10
Sort+Index,DUPLICATE_HEAVY,10000,0,110400,0.110400,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,10000,1,102700,0.102700,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,10000,2,97300,0.097300,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,10000,3,94700,0.094700,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,10000,4,95700,0.095700,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,10000,5,90200,0.090200,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,10000,6,84200,0.084200,0,0,0,0,0,0
DeterministicSelect,DUPLICATE_HEAVY,50000,0,803500,0.803500,8,173187,67437,250972,0,20
DeterministicSelect,DUPLICATE_HEAVY,50000,1,765000,0.765000,8,173187,67437,250972,0,20
DeterministicSelect,DUPLICATE_HEAVY,50000,2,764000,0.764000,8,173187,67437,250972,0,20
DeterministicSelect,DUPLICATE_HEAVY,50000,3,761400,0.761400,8,173187,67437,250972,0,20
DeterministicSelect,DUPLICATE_HEAVY,50000,4,773300,0.773300,8,173187,67437,250972,0,20
DeterministicSelect,DUPLICATE_HEAVY,50000,5,757000,0.757000,8,173187,67437,250972,0,20
DeterministicSelect,DUPLICATE_HEAVY,50000,6,779300,0.779300,8,173187,67437,250972,0,20
Sort+Index,DUPLICATE_HEAVY,50000,0,1218700,1.218700,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,50000,1,517500,0.517500,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,50000,2,519900,0.519900,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,50000,3,1925500,1.925500,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,50000,4,529600,0.529600,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,50000,5,515200,0.515200,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,50000,6,504600,0.504600,0,0,0,0,0,0
DeterministicSelect,DUPLICATE_HEAVY,100000,0,1349200,1.349200,8,308899,127248,465169,0,8
DeterministicSelect,DUPLICATE_HEAVY,100000,1,1435300,1.435300,8,308899,127248,465169,0,8
DeterministicSelect,DUPLICATE_HEAVY,100000,2,1412100,1.412100,8,308899,127248,465169,0,8
DeterministicSelect,DUPLICATE_HEAVY,100000,3,1372000,1.372000,8,308899,127248,465169,0,8
DeterministicSelect,DUPLICATE_HEAVY,100000,4,1438300,1.438300,8,308899,127248,465169,0,8
DeterministicSelect,DUPLICATE_HEAVY,100000,5,1379500,1.379500,8,308899,127248,465169,0,8
DeterministicSelect,DUPLICATE_HEAVY,100000,6,1347300,1.347300,8,308899,127248,465169,0,8
Sort+Index,DUPLICATE_HEAVY,100000,0,3064300,3.064300,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,100000,1,2054600,2.054600,0,0,0,0,0,0
Sort+Index,DUPLICATE_HEAVY,100000,2,951200,0.951200,0,0,0,0,0,0
